
Gurobi 13.0.3 (win64) logging started Mon Sep 21 03:24:21 2026

Set parameter LogFile to value "<workspace>tmp\r9-flow-probe-vf-vt-local-v1\solver-local.log"

Gurobi 13.0.3 (win64) logging started Mon Sep 21 03:24:22 2026

Set parameter LogFile to value "<workspace>tmp\r9-flow-probe-vf-vt-local-v1\solver-local.log"
Warning on update mode = 1 after new variables or constraints added:
Setting LP warm start basis or start ignored

Set parameter TimeLimit to value 9.2976828799990471e+01
Gurobi Optimizer version 13.0.3 build v13.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: 12th Gen Intel(R) Core(TM) i7-12700, instruction set [SSE2|AVX|AVX2]
Thread count: 12 physical cores, 20 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  9.2976828799990471e+01
FeasibilityTol  1e-09
OptimalityTol  1e-09
NLBarPFeasTol  1e-09
NLBarDFeasTol  1e-09
OptimalityTarget  1
LogToConsole  0
NonConvex  2
Threads  1

Optimize a model with 21183 rows, 32808 columns and 52239 nonzeros (Min)
Model fingerprint: 0x11b99193
Model has 120 linear objective coefficients
Model has 9864 quadratic constraints
Model has 1776 general nonlinear constraints (3552 nonlinear terms)
Variable types: 32808 continuous, 0 integer (0 binary)
Coefficient statistics:
  Matrix range     [1e-05, 3e+01]
  QMatrix range    [5e-02, 2e+02]
  QLMatrix range   [2e-01, 1e+00]
  Objective range  [5e+01, 1e+03]
  Bounds range     [1e-03, 5e+03]
  RHS range        [5e-03, 4e+02]
  QRHS range       [1e+00, 6e+01]
  NLCon coe range  [8e-04, 3e+02]

Presolve removed 16493 rows and 15102 columns
Presolve time: 0.11s
Presolved: 4690 rows, 17706 columns, 15715 nonzeros
Presolved model has 10657 quadratic constraint(s)
Presolved model has 1776 nonlinear constraint(s)

Solving NLP to local optimality

Ordering time: 0.02s

NL barrier statistics:
  Hessian NZ  : 2.171e+04
  Jacobian NZ : 5.510e+04
  Factor NZ   : 4.925e+05
  Factor Ops  : 1.816e+07
  Threads     : 1

                           Residuals
Iter     Objective      Primal     Dual      Compl     Step     Time
 276   4.96401566e+05  2.24e-05  1.44e+01  3.37e-03  6.63e-01     5s
 277   4.96395148e+05  4.78e-02  5.57e+02  3.37e-03  1.00e+00     5s
 278   4.96389167e+05  3.96e-02  1.02e+01  3.37e-03  1.00e+00     5s
 279   4.96400330e+05  1.47e-02  7.81e-01  3.37e-03  1.00e+00     5s
 280   4.96404183e+05  2.56e-02  9.78e-01  3.37e-03  1.00e+00     5s
 281   4.96386444e+05  2.65e-01  6.50e+00  3.37e-03  1.00e+00     5s
 282   4.96393838e+05  8.96e-03  1.46e-01  3.37e-03  1.00e+00     5s
 283   4.96418775e+05  8.35e-01  9.17e+02  3.38e-03  1.00e+00     5s
 284   4.96404732e+05  2.69e-01  2.98e+00  3.37e-03  1.00e+00     5s
 285   4.96388936e+05  4.84e-01  3.47e+02  3.37e-03  8.08e-01     5s
 286   4.96403462e+05  3.23e-01  7.00e+02  3.38e-03  1.00e+00     5s
 287   4.96412024e+05  2.25e-02  2.31e+00  3.37e-03  1.00e+00     5s
 288   4.96420619e+05  2.94e-02  1.85e+00  3.37e-03  1.00e+00     5s
 289   4.96407339e+05  2.17e-01  3.30e+01  3.37e-03  1.00e+00     5s
 290   4.96410105e+05  3.53e-03  9.07e-02  3.37e-03  1.00e+00     5s
 291   4.96406206e+05  4.28e-02  1.64e+00  3.37e-03  1.00e+00     5s
 292   4.96411317e+05  1.58e-02  2.28e-01  3.37e-03  1.00e+00     5s
 293   4.96417752e+05  1.96e-02  6.67e-01  3.37e-03  1.00e+00     5s
 294   4.96420874e+05  1.14e-03  6.28e-02  3.37e-03  1.00e+00     5s
 295   4.96422012e+05  6.60e-05  1.54e-02  3.37e-03  1.00e+00     5s
 296   4.96415670e+05  6.97e-02  2.12e+00  3.37e-03  1.00e+00     5s
 297   4.96424379e+05  1.12e-01  1.03e+01  3.37e-03  1.00e+00     5s
 298   4.96430260e+05  9.88e-03  5.46e-01  3.37e-03  1.00e+00     5s
 299   4.96418185e+05  2.65e-01  1.93e+01  3.37e-03  1.00e+00     5s
 300   4.96434477e+05  4.91e-01  8.39e+02  3.38e-03  1.00e+00     5s
 301   4.96431825e+05  4.13e-02  4.28e+00  3.37e-03  1.00e+00     5s
 302   4.96423795e+05  1.35e-01  5.36e+03  3.38e-03  9.46e-02     5s
 303   4.96442439e+05  2.05e-01  2.65e+03  3.38e-03  1.00e+00     5s
 304   4.96467382e+05  1.13e-01  1.80e+03  3.38e-03  1.00e+00     6s
 305   4.96517249e+05  1.98e-05  2.56e+02  3.38e-03  1.00e+00     6s
 306   4.96496916e+05  4.81e-06  7.77e+00  3.38e-03  1.00e+00     6s
 307   4.96468760e+05  2.90e-01  1.69e+03  3.38e-03  1.46e-01     6s
 308   4.96486627e+05  5.48e-01  1.02e+03  3.37e-03  5.00e-01     6s
 309   4.96459647e+05  1.28e+00  3.61e+03  3.37e-03  1.30e-01     6s
 310   4.96487730e+05  9.31e-01  1.49e+02  3.38e-03  1.00e+00     6s
 311   4.96460664e+05  8.36e-01  3.97e+01  3.37e-03  1.00e+00     6s
 312   4.96443914e+05  4.04e-01  1.84e+01  3.37e-03  1.00e+00     6s
 313   4.96430592e+05  3.43e-01  2.05e+01  3.37e-03  1.00e+00     6s
 314   4.96444178e+05  3.02e-01  1.25e+02  3.37e-03  1.00e+00     6s
 315   4.96447740e+05  1.56e-03  2.66e-01  3.37e-03  1.00e+00     6s
 316   4.96447933e+05  1.56e-02  4.13e+00  3.37e-03  1.00e+00     6s
 317   4.96433004e+05  4.00e-01  1.52e+02  3.37e-03  9.14e-01     6s
 318   4.96442188e+05  9.44e-02  7.59e+00  3.37e-03  1.00e+00     6s
 319   4.96445386e+05  1.88e-03  5.61e-02  3.37e-03  1.00e+00     6s
 320   4.96452970e+05  3.65e-02  1.11e+00  3.37e-03  1.00e+00     6s
 321   4.96456290e+05  3.58e-03  2.19e-01  3.37e-03  1.00e+00     6s
 322   4.96460021e+05  8.67e-03  4.67e-01  3.37e-03  1.00e+00     6s
 323   4.96447875e+05  1.29e-01  2.87e+00  3.37e-03  1.00e+00     6s
 324   4.96454024e+05  2.11e-02  6.17e-01  3.37e-03  1.00e+00     6s
 325   4.96456311e+05  1.43e-03  5.77e-02  3.37e-03  1.00e+00     6s
 326   4.96457960e+05  1.33e-03  6.94e-02  3.37e-03  1.00e+00     6s
 327   4.96453394e+05  2.97e-02  8.12e-01  3.37e-03  1.00e+00     6s
 328   4.96450390e+05  3.47e-02  2.57e+00  3.37e-03  1.00e+00     6s
 329   4.96454328e+05  1.94e-02  1.17e+00  3.37e-03  1.00e+00     6s
 330   4.96460569e+05  3.09e-02  1.07e+00  3.37e-03  1.00e+00     6s
 331   4.96463166e+05  2.79e-03  1.24e-01  3.37e-03  1.00e+00     6s
 332   4.96463648e+05  8.63e-05  2.20e-02  3.37e-03  1.00e+00     6s
 333   4.96456171e+05  9.15e-02  3.45e+03  3.38e-03  1.56e-01     6s
 334   4.96477810e+05  6.55e-01  3.09e+03  3.38e-03  1.00e+00     6s
 335   4.96499754e+05  6.25e-01  3.75e+02  3.37e-03  5.00e-01     6s
 336   4.96507988e+05  6.75e-01  3.27e+03  3.37e-03  1.25e-01     6s
 337   4.96475173e+05  8.41e-01  8.66e+02  3.37e-03  7.83e-01     6s
 338   4.96466221e+05  6.88e-01  2.69e+01  3.37e-03  1.00e+00     6s
 339   4.96452922e+05  1.06e-01  2.98e+03  3.38e-03  3.33e-01     6s
 340   4.96457830e+05  1.07e-02  9.03e+00  3.37e-03  1.00e+00     6s
 341   4.96457833e+05  1.07e-02  4.65e+02  3.37e-03  7.73e-07     6s
 342   4.96459963e+05  4.96e-04  1.35e-01  3.38e-03  1.00e+00     6s
 343   4.96462972e+05  3.37e-03  8.83e-02  3.37e-03  1.00e+00     6s
 344   4.96473500e+05  1.00e-01  5.76e+01  3.37e-03  5.00e-01     6s
 345   4.96481971e+05  3.79e-02  1.72e+00  3.38e-03  1.00e+00     6s
 346   4.96486417e+05  2.95e-02  1.89e+00  3.37e-03  1.00e+00     6s
 347   4.96468596e+05  1.81e-01  7.81e+00  3.37e-03  1.00e+00     6s
 348   4.96468837e+05  1.25e-03  4.38e-02  3.37e-03  1.00e+00     6s
 349   4.96465858e+05  2.07e-02  1.10e+00  3.37e-03  1.00e+00     6s
 350   4.96465620e+05  4.44e-03  2.85e+00  3.37e-03  1.00e+00     6s
 351   4.96470416e+05  4.47e-02  6.51e+00  3.37e-03  1.00e+00     6s
 352   4.96475881e+05  2.18e-02  6.11e-01  3.37e-03  1.00e+00     6s
 353   4.96463025e+05  2.46e-01  1.51e+01  3.37e-03  1.00e+00     7s
 354   4.96473267e+05  2.06e-01  2.51e+01  3.37e-03  1.00e+00     7s
 355   4.96475982e+05  1.80e-03  1.91e-01  3.37e-03  1.00e+00     7s
 356   4.96477672e+05  3.74e-04  1.17e-01  3.37e-03  1.00e+00     7s
 357   4.96466634e+05  2.19e-01  2.42e+01  3.37e-03  1.00e+00     7s
 358   4.96467748e+05  2.15e-01  9.54e+02  3.37e-03  3.13e-02     7s
 359   4.96469215e+05  7.43e-05  1.32e-01  3.37e-03  1.00e+00     7s
 360   4.96475798e+05  9.36e-02  1.13e+01  3.37e-03  1.00e+00     7s
 361   4.96485238e+05  1.23e-01  3.51e+02  3.37e-03  5.00e-01     7s
 362   4.96470840e+05  2.78e-01  2.20e+01  3.37e-03  1.00e+00     7s
 363   4.96469881e+05  6.16e-03  1.74e-01  3.37e-03  1.00e+00     7s
 364   4.96471770e+05  1.13e-03  5.74e-01  3.37e-03  1.00e+00     7s
 365   4.96474884e+05  1.82e-02  2.88e+00  3.37e-03  1.00e+00     7s
 366   4.96479072e+05  1.41e-02  4.57e-01  3.37e-03  1.00e+00     7s
 367   4.96486109e+05  6.68e-02  2.84e+00  3.37e-03  1.00e+00     7s
 368   4.96473323e+05  2.00e-01  6.55e+00  3.37e-03  1.00e+00     7s
 369   4.96476572e+05  1.31e-03  5.39e-02  3.38e-03  1.00e+00     7s
 370   4.96481304e+05  3.07e-02  1.34e+00  3.37e-03  1.00e+00     7s
 371   4.96481908e+05  4.21e-05  2.50e-02  3.37e-03  1.00e+00     7s
 372   4.96474498e+05  9.35e-02  9.35e+02  3.38e-03  4.13e-01     7s
 373   4.96474814e+05  9.31e-02  5.72e+02  3.37e-03  7.81e-03     7s
 374   4.96477230e+05  8.96e-04  2.60e-01  3.38e-03  1.00e+00     7s
 375   4.96480281e+05  6.57e-03  2.11e-01  3.37e-03  1.00e+00     7s
 376   4.96480418e+05  6.57e-03  6.89e+02  3.37e-03  3.91e-03     7s
 377   4.96481078e+05  7.99e-05  1.40e-01  3.37e-03  1.00e+00     7s
 378   4.96482325e+05  1.95e-03  1.05e-01  3.37e-03  1.00e+00     7s
 379   4.96487862e+05  4.89e-02  2.49e+00  3.37e-03  1.00e+00     7s
 380   4.96473864e+05  2.51e-01  8.33e+00  3.37e-03  1.00e+00     7s
 381   4.96481633e+05  2.58e-01  8.19e+01  3.37e-03  5.00e-01     7s
 382   4.96483854e+05  6.36e-04  7.51e-02  3.38e-03  1.00e+00     7s
 383   4.96486222e+05  1.28e-03  1.31e-01  3.37e-03  1.00e+00     7s
 384   4.96486741e+05  1.83e-03  5.65e-02  3.37e-03  1.00e+00     7s
 385   4.96475310e+05  2.48e-01  2.59e+01  3.37e-03  1.00e+00     7s
 386   4.96482443e+05  9.15e-02  9.76e+00  3.37e-03  1.00e+00     7s
 387   4.96484404e+05  9.28e-02  5.90e+02  3.37e-03  3.13e-02     7s
 388   4.96484398e+05  2.77e-04  2.89e-01  3.37e-03  1.00e+00     7s
 389   4.96484439e+05  2.85e-04  2.25e-02  3.37e-03  1.00e+00     7s
 390   4.96478576e+05  6.94e-02  9.31e+03  3.38e-03  9.95e-03     7s
 391   4.96479286e+05  7.62e-02  2.70e+03  3.38e-03  1.00e+00     7s
 392   4.96485032e+05  7.41e-02  1.86e+03  3.37e-03  3.96e-02     7s
 393   4.96516929e+05  6.96e-06  9.39e+00  3.38e-03  1.00e+00     7s
 394   4.96498502e+05  2.69e-06  2.56e+00  3.38e-03  1.00e+00     7s
 395   4.96483472e+05  2.01e-06  3.49e+00  3.37e-03  6.93e-01     7s
 396   4.96487501e+05  7.86e-07  2.14e-01  3.37e-03  1.00e+00     7s
 397   4.96487857e+05  7.79e-07  9.72e-03  3.37e-03  1.00e+00     7s
 398   4.96488237e+05  8.99e-07  6.35e-03  3.37e-03  1.00e+00     7s
 399   4.96488726e+05  2.96e-06  1.79e-03  3.37e-03  1.00e+00     8s
 400   4.96489349e+05  6.36e-06  1.62e-03  3.37e-03  1.00e+00     8s
 401   4.96489350e+05  6.36e-06  1.36e+03  3.37e-03  7.63e-06     8s
 402   4.96483327e+05  4.65e-02  4.41e+03  3.38e-03  1.07e-01     8s
 403   4.96491999e+05  3.71e-02  1.59e+01  3.37e-03  1.00e+00     8s
 404   4.96492178e+05  3.70e-02  7.71e+02  3.37e-03  9.83e-04     8s
 405   4.96496264e+05  1.10e-02  1.15e+00  3.38e-03  1.00e+00     8s
 406   4.96501409e+05  2.17e-02  1.21e+00  3.37e-03  1.00e+00     8s
 407   4.96490071e+05  9.11e-02  2.78e+01  3.37e-03  1.00e+00     8s
 408   4.96491290e+05  1.86e-04  2.54e-02  3.37e-03  1.00e+00     8s
 409   4.96484711e+05  7.88e-02  9.05e+02  3.38e-03  4.16e-01     8s
 410   4.96495253e+05  2.90e-01  9.97e+02  3.38e-03  1.00e+00     8s
 411   4.96524427e+05  6.45e-01  2.99e+02  3.37e-03  1.00e+00     8s
 412   4.96533325e+05  4.62e-01  6.92e+02  3.38e-03  5.00e-01     8s
 413   4.96503452e+05  1.05e+00  2.30e+02  3.37e-03  9.45e-01     8s
 414   4.96493610e+05  3.67e-02  4.17e+00  3.37e-03  1.00e+00     8s
 415   4.96490471e+05  1.63e-02  1.05e+00  3.37e-03  1.00e+00     8s
 416   4.96480471e+05  2.80e-01  3.51e+01  3.37e-03  1.00e+00     8s
 417   4.96486402e+05  6.50e-02  5.55e+00  3.37e-03  1.00e+00     8s
 418   4.96489890e+05  8.23e-02  6.85e+02  3.37e-03  2.50e-01     8s
 419   4.96491900e+05  1.41e-03  4.18e-01  3.38e-03  1.00e+00     8s
 420   4.96495328e+05  9.20e-03  2.70e-01  3.37e-03  1.00e+00     8s
 421   4.96504769e+05  1.01e-01  3.20e+00  3.37e-03  1.00e+00     8s
 422   4.96491733e+05  1.51e-01  3.61e+00  3.37e-03  1.00e+00     8s
 423   4.96494123e+05  1.49e-03  2.57e-02  3.37e-03  1.00e+00     8s
 424   4.96495158e+05  9.82e-04  3.16e-02  3.37e-03  1.00e+00     8s
 425   4.96482991e+05  2.71e-01  2.20e+01  3.37e-03  1.00e+00     8s
 426   4.96489393e+05  6.89e-02  5.92e+00  3.37e-03  1.00e+00     8s
 427   4.96495513e+05  7.89e-02  3.27e+02  3.37e-03  5.00e-01     8s
 428   4.96504268e+05  5.60e-02  1.21e+00  3.38e-03  1.00e+00     8s
 429   4.96500229e+05  8.97e-03  2.03e+00  3.37e-03  1.00e+00     8s
 430   4.96491128e+05  1.39e-01  9.56e+00  3.37e-03  1.00e+00     8s
 431   4.96493449e+05  1.87e-03  5.04e-02  3.37e-03  1.00e+00     8s
 432   4.96498276e+05  3.56e-02  1.68e+00  3.37e-03  1.00e+00     8s
 433   4.96498710e+05  3.56e-02  1.02e+03  3.37e-03  7.81e-03     8s
 434   4.96492177e+05  6.67e-02  1.37e+03  3.38e-03  1.83e-01     8s
 435   4.96495163e+05  2.45e-03  1.15e+00  3.37e-03  1.00e+00     8s
 436   4.96501833e+05  3.88e-02  1.16e+00  3.37e-03  1.00e+00     8s
 437   4.96502149e+05  3.87e-02  8.89e+02  3.37e-03  3.91e-03     8s
 438   4.96494993e+05  9.48e-02  3.38e+03  3.38e-03  6.39e-02     8s
 439   4.96498669e+05  9.26e-02  6.73e+02  3.37e-03  1.25e-01     8s
 440   4.96511841e+05  1.44e-06  1.33e+00  3.38e-03  1.00e+00     8s
 441   4.96503270e+05  7.09e-07  4.35e-01  3.38e-03  1.00e+00     8s
 442   4.96499040e+05  5.84e-07  1.32e-01  3.37e-03  1.00e+00     8s
 443   4.96500515e+05  5.82e-07  4.01e-02  3.37e-03  1.00e+00     8s
 444   4.96500715e+05  5.79e-07  2.38e-03  3.37e-03  1.00e+00     8s
 445   4.96500993e+05  2.60e-06  8.49e-04  3.37e-03  1.00e+00     8s
 446   4.96501392e+05  1.76e-05  5.88e-03  3.37e-03  1.00e+00     8s
 447   4.96502065e+05  1.22e-04  2.03e-02  3.37e-03  1.00e+00     9s
 448   4.96503431e+05  9.20e-04  7.15e-02  3.37e-03  1.00e+00     9s
 449   4.96506771e+05  8.26e-03  3.48e-01  3.37e-03  1.00e+00     9s
 450   4.96508895e+05  1.07e-02  2.77e+02  3.37e-03  2.50e-01     9s
 451   4.96505449e+05  2.67e-03  5.18e-01  3.37e-03  1.00e+00     9s
 452   4.96494072e+05  1.17e-01  2.90e+00  3.37e-03  1.00e+00     9s
 453   4.96497110e+05  6.90e-03  2.33e-01  3.37e-03  1.00e+00     9s
 454   4.96498193e+05  7.86e-03  5.23e+02  3.37e-03  1.25e-01     9s
 455   4.96495002e+05  1.02e-02  1.23e+00  3.37e-03  1.00e+00     9s
 456   4.96496100e+05  1.12e-02  8.16e+02  3.37e-03  1.25e-01     9s
 457   4.96494115e+05  8.02e-03  2.02e+00  3.37e-03  1.00e+00     9s
 458   4.96497790e+05  1.71e-02  5.26e-01  3.37e-03  1.00e+00     9s
 459   4.96499884e+05  3.71e-03  1.22e-01  3.37e-03  1.00e+00     9s
 460   4.96502313e+05  9.28e-03  4.46e-01  3.37e-03  1.00e+00     9s
 461   4.96493459e+05  1.20e-01  6.49e+00  3.37e-03  1.00e+00     9s
 462   4.96496380e+05  1.09e-01  9.02e+02  3.37e-03  2.50e-01     9s
 463   4.96497301e+05  3.50e-05  5.59e-02  3.38e-03  1.00e+00     9s
 464   4.96497302e+05  3.50e-05  1.42e+03  3.37e-03  1.53e-05     9s
 465   4.96491593e+05  3.34e-02  6.16e+02  3.38e-03  2.94e-01     9s
 466   4.96498165e+05  1.08e-01  9.77e+01  3.37e-03  5.00e-01     9s
 467   4.96500448e+05  1.25e-03  7.29e-02  3.38e-03  1.00e+00     9s
 468   4.96503014e+05  3.71e-03  1.66e-01  3.37e-03  1.00e+00     9s
 469   4.96503065e+05  3.71e-03  1.28e+03  3.37e-03  1.95e-03     9s
 470   4.96496226e+05  5.93e-02  1.31e+03  3.38e-03  2.73e-01     9s
 471   4.96509002e+05  1.59e-01  1.44e+01  3.37e-03  1.00e+00     9s
 472   4.96504414e+05  8.51e-03  8.07e-01  3.37e-03  1.00e+00     9s
 473   4.96496588e+05  9.87e-02  6.63e+00  3.37e-03  1.00e+00     9s
 474   4.96499489e+05  5.47e-03  1.38e-01  3.37e-03  1.00e+00     9s
 475   4.96499720e+05  5.38e-03  5.04e+02  3.37e-03  3.13e-02     9s
 476   4.96498042e+05  3.37e-03  7.04e-01  3.37e-03  1.00e+00     9s
 477   4.96503349e+05  5.79e-02  5.63e+00  3.37e-03  1.00e+00     9s
 478   4.96489013e+05  3.61e-01  2.66e+01  3.37e-03  1.00e+00     9s
 479   4.96497460e+05  1.27e-01  1.08e+01  3.37e-03  1.00e+00     9s
 480   4.96499941e+05  3.09e-03  8.89e-02  3.38e-03  1.00e+00     9s
 481   4.96506630e+05  4.04e-02  1.20e+00  3.37e-03  1.00e+00     9s
 482   4.96508068e+05  4.01e-02  1.01e+03  3.37e-03  6.25e-02     9s
 483   4.96491630e+05  2.51e-01  1.75e+01  3.37e-03  1.00e+00     9s
 484   4.96499351e+05  2.18e-01  5.98e+02  3.37e-03  5.00e-01     9s
 485   4.96505064e+05  1.51e-02  8.36e-01  3.38e-03  1.00e+00     9s
 486   4.96499406e+05  4.54e-02  4.31e+00  3.37e-03  1.00e+00     9s
 487   4.96502633e+05  4.31e-02  3.71e+02  3.37e-03  5.00e-01     9s
 488   4.96500273e+05  7.57e-03  9.03e-01  3.37e-03  1.00e+00     9s
 489   4.96496205e+05  4.62e-02  6.16e+00  3.37e-03  1.00e+00     9s
 490   4.96500390e+05  3.86e-02  4.84e+00  3.37e-03  1.00e+00     9s
 491   4.96506030e+05  3.21e-02  9.98e-01  3.37e-03  1.00e+00     9s
 492   4.96509141e+05  2.84e-02  3.23e+00  3.37e-03  1.00e+00     9s
 493   4.96498901e+05  1.60e-01  1.00e+01  3.37e-03  1.00e+00     9s
 494   4.96500091e+05  4.49e-04  3.04e-02  3.38e-03  1.00e+00     9s
 495   4.96500531e+05  6.40e-05  7.97e+02  3.37e-03  6.25e-02     9s
 496   4.96498548e+05  5.75e-03  1.61e+00  3.37e-03  1.00e+00     9s
 497   4.96502018e+05  1.84e-02  9.04e-01  3.37e-03  1.00e+00     9s
 498   4.96503368e+05  1.37e-03  4.38e-02  3.37e-03  1.00e+00     9s
 499   4.96506754e+05  2.39e-02  2.21e+00  3.37e-03  1.00e+00    10s
 500   4.96497605e+05  1.40e-01  9.73e+00  3.37e-03  1.00e+00    10s
 501   4.96499839e+05  1.34e-01  9.53e+02  3.37e-03  1.25e-01    10s
 502   4.96500222e+05  1.97e-05  1.58e-01  3.37e-03  1.00e+00    10s
 503   4.96504413e+05  3.14e-02  2.08e+00  3.37e-03  1.00e+00    10s
 504   4.96504485e+05  1.54e-04  1.34e-02  3.37e-03  1.00e+00    10s
 505   4.96498677e+05  6.76e-02  6.33e+00  3.37e-03  1.00e+00    10s
 506   4.96500948e+05  6.21e-02  8.92e+02  3.37e-03  2.50e-01    10s
 507   4.96507098e+05  3.03e-02  2.08e+00  3.38e-03  1.00e+00    10s
 508   4.96501983e+05  2.33e-02  6.75e-01  3.37e-03  1.00e+00    10s
 509   4.96503532e+05  3.90e-03  4.17e-01  3.37e-03  1.00e+00    10s
 510   4.96502703e+05  1.63e-03  1.42e-01  3.37e-03  1.00e+00    10s
 511   4.96506514e+05  2.77e-02  2.63e+00  3.37e-03  1.00e+00    10s
 512   4.96497930e+05  1.29e-01  9.54e+00  3.37e-03  1.00e+00    10s
 513   4.96501224e+05  1.21e-01  8.49e+02  3.37e-03  2.50e-01    10s
 514   4.96501877e+05  8.31e-06  8.96e-03  3.38e-03  1.00e+00    10s
 515   4.96501914e+05  5.26e-06  1.30e+03  3.37e-03  1.95e-03    10s
 516   4.96493187e+05  8.54e-02  1.06e+01  3.37e-03  1.00e+00    10s
 517   4.96501928e+05  7.51e-02  1.42e+00  3.37e-03  1.00e+00    10s
 518   4.96507607e+05  3.30e-02  1.10e+00  3.37e-03  1.00e+00    10s
 519   4.96510682e+05  1.78e-02  8.83e-01  3.37e-03  1.00e+00    10s
 520   4.96500943e+05  1.21e-01  4.28e+00  3.37e-03  1.00e+00    10s
 521   4.96502876e+05  1.49e-03  3.45e-02  3.38e-03  1.00e+00    10s
 522   4.96502888e+05  1.49e-03  1.34e+03  3.37e-03  4.88e-04    10s
 523   4.96493349e+05  8.69e-02  9.81e+00  3.37e-03  1.00e+00    10s
 524   4.96502675e+05  8.60e-02  2.44e+00  3.37e-03  1.00e+00    10s
 525   4.96508270e+05  3.21e-02  1.11e+00  3.37e-03  1.00e+00    10s
 526   4.96508454e+05  3.21e-02  1.41e+03  3.37e-03  3.91e-03    10s
 527   4.96501398e+05  6.17e-02  6.76e+02  3.38e-03  3.19e-01    10s
 528   4.96508438e+05  3.83e-02  3.35e+00  3.37e-03  1.00e+00    10s
 529   4.96508522e+05  3.83e-02  1.51e+03  3.37e-03  9.18e-04    10s
 530   4.96501457e+05  8.13e-02  1.25e+03  3.38e-03  2.22e-01    10s
 531   4.96502135e+05  8.12e-02  6.10e+02  3.37e-03  7.75e-03    10s
 532   4.96511243e+05  4.91e-02  3.23e+00  3.38e-03  1.00e+00    10s
 533   4.96511848e+05  4.74e-02  1.46e+03  3.37e-03  6.25e-02    10s
 534   4.96503253e+05  9.32e-02  6.48e+02  3.38e-03  3.55e-01    10s
 535   4.96505361e+05  9.26e-02  1.79e+02  3.37e-03  6.25e-02    10s
 536   4.96506374e+05  1.51e-03  1.51e-01  3.38e-03  1.00e+00    10s
 537   4.96506602e+05  1.35e-03  1.41e+03  3.37e-03  1.56e-02    10s
 538   4.96496494e+05  9.58e-02  1.18e+01  3.37e-03  1.00e+00    10s
 539   4.96504415e+05  7.25e-02  2.90e+00  3.37e-03  1.00e+00    10s
 540   4.96506964e+05  5.78e-03  2.04e-01  3.37e-03  1.00e+00    10s
 541   4.96507166e+05  5.68e-03  7.15e+02  3.37e-03  3.13e-02    10s
 542   4.96500361e+05  7.14e-02  1.12e+03  3.38e-03  3.21e-01    10s
 543   4.96500791e+05  7.08e-02  3.99e+02  3.37e-03  1.56e-02    10s
 544   4.96502483e+05  6.29e-04  1.32e-01  3.38e-03  1.00e+00    10s
 545   4.96502485e+05  6.29e-04  1.60e+03  3.37e-03  3.05e-05    10s
 546   4.96503012e+05  2.18e-05  1.12e-01  3.38e-03  1.00e+00    10s
 547   4.96503015e+05  2.18e-05  1.34e+03  3.37e-03  2.44e-04    10s
 548   4.96503244e+05  3.38e-05  1.32e-01  3.38e-03  1.00e+00    10s
 549   4.96503298e+05  2.33e-05  5.50e+02  3.37e-03  1.56e-02    10s
 550   4.96505249e+05  3.59e-03  4.97e-01  3.38e-03  1.00e+00    10s
 551   4.96505301e+05  3.59e-03  1.37e+03  3.37e-03  3.91e-03    10s
 552   4.96495410e+05  8.38e-02  9.23e+00  3.37e-03  1.00e+00    11s
 553   4.96500004e+05  6.66e-02  2.62e+02  3.37e-03  5.00e-01    11s
 554   4.96506820e+05  3.91e-02  1.40e-01  3.37e-03  1.00e+00    11s
 555   4.96507483e+05  3.85e-02  8.47e+02  3.37e-03  3.13e-02    11s
 556   4.96499066e+05  5.96e-02  5.23e+00  3.37e-03  1.00e+00    11s
 557   4.96501478e+05  5.27e-02  5.39e+02  3.37e-03  2.50e-01    11s
 558   4.96505383e+05  5.89e-03  4.74e-01  3.38e-03  1.00e+00    11s
 559   4.96505665e+05  5.72e-03  5.22e+02  3.37e-03  6.25e-02    11s
 560   4.96504293e+05  2.26e-03  6.22e-01  3.37e-03  1.00e+00    11s
 561   4.96506079e+05  5.36e-03  1.67e-01  3.37e-03  1.00e+00    11s
 562   4.96506505e+05  5.02e-03  3.07e+02  3.37e-03  1.25e-01    11s
 563   4.96500332e+05  7.22e-02  1.30e+03  3.38e-03  3.21e-01    11s
 564   4.96502071e+05  6.26e-02  6.57e+02  3.37e-03  2.50e-01    11s
 565   4.96504648e+05  2.89e-03  5.25e-01  3.38e-03  1.00e+00    11s
 566   4.96505202e+05  2.83e-03  1.73e+02  3.37e-03  1.25e-01    11s
 567   4.96505226e+05  2.83e-03  8.19e+02  3.37e-03  2.44e-04    11s
 568   4.96506651e+05  1.53e-03  4.70e-01  3.38e-03  1.00e+00    11s
 569   4.96506662e+05  1.53e-03  1.40e+03  3.37e-03  4.88e-04    11s
 570   4.96497341e+05  7.73e-02  9.43e+00  3.37e-03  1.00e+00    11s
 571   4.96501691e+05  6.09e-02  2.28e+02  3.37e-03  5.00e-01    11s
 572   4.96507160e+05  2.33e-02  6.97e-02  3.38e-03  1.00e+00    11s
 573   4.96508369e+05  2.27e-02  5.85e+02  3.37e-03  1.25e-01    11s
 574   4.96503290e+05  2.31e-02  2.31e+00  3.37e-03  1.00e+00    11s
 575   4.96506893e+05  1.33e-02  3.93e-01  3.37e-03  1.00e+00    11s
 576   4.96509164e+05  9.12e-03  8.25e-01  3.37e-03  1.00e+00    11s
