variable,value,equation
_[18520],40.16666666666663,-0.9563492063492065 _[9568] + 0.9563492063492065 _[14968] + _[18520] == 0
_[18521],43.992063492063494,-0.9563492063492065 _[9606] + 0.9563492063492065 _[15006] + _[18521] == 0
_[18522],46.861111111111086,-0.9563492063492065 _[9644] + 0.9563492063492065 _[15044] + _[18522] == 0
_[18523],44.94841269841265,-0.9563492063492065 _[9682] + 0.9563492063492065 _[15082] + _[18523] == 0
_[18524],42.07936507936512,-0.9563492063492065 _[9720] + 0.9563492063492065 _[15120] + _[18524] == 0
_[18525],40.16666666666674,-0.9563492063492065 _[9758] + 0.9563492063492065 _[15158] + _[18525] == 0
_[18526],39.2103174603177,-0.9563492063492065 _[9796] + 0.9563492063492065 _[15196] + _[18526] == 0
_[18527],38.25396825396848,-0.9563492063492065 _[9834] + 0.9563492063492065 _[15234] + _[18527] == 0
_[18528],38.25396825396825,-0.9563492063492065 _[9872] + 0.9563492063492065 _[15272] + _[18528] == 0
_[18529],38.25396825396825,-0.9563492063492065 _[8999] + 0.9563492063492065 _[14399] + _[18529] == 0
_[18530],38.25396825396831,-0.9563492063492065 _[9037] + 0.9563492063492065 _[14437] + _[18530] == 0
_[18531],37.297619047619094,-0.9563492063492065 _[9075] + 0.9563492063492065 _[14475] + _[18531] == 0
_[18532],36.34126984126982,-0.9563492063492065 _[9113] + 0.9563492063492065 _[14513] + _[18532] == 0
_[18533],38.25396825396825,-0.9563492063492065 _[9151] + 0.9563492063492065 _[14551] + _[18533] == 0
_[18534],42.07936507936506,-0.9563492063492065 _[9189] + 0.9563492063492065 _[14589] + _[18534] == 0
_[18535],45.90476190476187,-0.9563492063492065 _[9227] + 0.9563492063492065 _[14627] + _[18535] == 0
_[18536],47.817460317460245,-0.9563492063492065 _[9265] + 0.9563492063492065 _[14665] + _[18536] == 0
_[18537],45.904761904761756,-0.9563492063492065 _[9303] + 0.9563492063492065 _[14703] + _[18537] == 0
_[18538],42.07936507936495,-0.9563492063492065 _[9341] + 0.9563492063492065 _[14741] + _[18538] == 0
_[18539],39.21031746031741,-0.9563492063492065 _[9379] + 0.9563492063492065 _[14779] + _[18539] == 0
_[18540],38.25396825396825,-0.9563492063492065 _[9417] + 0.9563492063492065 _[14817] + _[18540] == 0
_[18541],37.29761904761904,-0.9563492063492065 _[9455] + 0.9563492063492065 _[14855] + _[18541] == 0
_[18542],36.34126984126982,-0.9563492063492065 _[9493] + 0.9563492063492065 _[14893] + _[18542] == 0
_[18543],37.29761904761904,-0.9563492063492065 _[9531] + 0.9563492063492065 _[14931] + _[18543] == 0
_[18544],40.16666666666663,-0.9563492063492065 _[9569] + 0.9563492063492065 _[14969] + _[18544] == 0
_[18545],43.99206349206344,-0.9563492063492065 _[9607] + 0.9563492063492065 _[15007] + _[18545] == 0
_[18546],46.86111111111097,-0.9563492063492065 _[9645] + 0.9563492063492065 _[15045] + _[18546] == 0
_[18547],44.9484126984126,-0.9563492063492065 _[9683] + 0.9563492063492065 _[15083] + _[18547] == 0
_[18548],42.079365079365004,-0.9563492063492065 _[9721] + 0.9563492063492065 _[15121] + _[18548] == 0
_[18549],40.16666666666663,-0.9563492063492065 _[9759] + 0.9563492063492065 _[15159] + _[18549] == 0
_[18550],39.21031746031747,-0.9563492063492065 _[9797] + 0.9563492063492065 _[15197] + _[18550] == 0
_[18551],38.25396825396837,-0.9563492063492065 _[9835] + 0.9563492063492065 _[15235] + _[18551] == 0
_[18552],38.25396825396831,-0.9563492063492065 _[9873] + 0.9563492063492065 _[15273] + _[18552] == 0
_[18553],38.253968253968196,-0.9563492063492065 _[9000] + 0.9563492063492065 _[14400] + _[18553] == 0
_[18554],38.25396825396825,-0.9563492063492065 _[9038] + 0.9563492063492065 _[14438] + _[18554] == 0
_[18555],37.29761904761904,-0.9563492063492065 _[9076] + 0.9563492063492065 _[14476] + _[18555] == 0
_[18556],36.34126984126982,-0.9563492063492065 _[9114] + 0.9563492063492065 _[14514] + _[18556] == 0
_[18557],38.25396825396825,-0.9563492063492065 _[9152] + 0.9563492063492065 _[14552] + _[18557] == 0
_[18558],42.079365079365004,-0.9563492063492065 _[9190] + 0.9563492063492065 _[14590] + _[18558] == 0
_[18559],45.90476190476181,-0.9563492063492065 _[9228] + 0.9563492063492065 _[14628] + _[18559] == 0
_[18560],47.817460317460245,-0.9563492063492065 _[9266] + 0.9563492063492065 _[14666] + _[18560] == 0
_[18561],45.904761904761756,-0.9563492063492065 _[9304] + 0.9563492063492065 _[14704] + _[18561] == 0
_[18562],42.07936507936495,-0.9563492063492065 _[9342] + 0.9563492063492065 _[14742] + _[18562] == 0
_[18563],39.210317460317356,-0.9563492063492065 _[9380] + 0.9563492063492065 _[14780] + _[18563] == 0
_[18564],38.253968253968196,-0.9563492063492065 _[9418] + 0.9563492063492065 _[14818] + _[18564] == 0
_[18565],37.29761904761898,-0.9563492063492065 _[9456] + 0.9563492063492065 _[14856] + _[18565] == 0
_[18566],36.34126984126982,-0.9563492063492065 _[9494] + 0.9563492063492065 _[14894] + _[18566] == 0
_[18567],37.29761904761904,-0.9563492063492065 _[9532] + 0.9563492063492065 _[14932] + _[18567] == 0
_[18568],40.16666666666657,-0.9563492063492065 _[9570] + 0.9563492063492065 _[14970] + _[18568] == 0
_[18569],43.99206349206344,-0.9563492063492065 _[9608] + 0.9563492063492065 _[15008] + _[18569] == 0
_[18570],46.86111111111097,-0.9563492063492065 _[9646] + 0.9563492063492065 _[15046] + _[18570] == 0
_[18571],44.94841269841254,-0.9563492063492065 _[9684] + 0.9563492063492065 _[15084] + _[18571] == 0
_[18572],42.07936507936495,-0.9563492063492065 _[9722] + 0.9563492063492065 _[15122] + _[18572] == 0
_[18573],40.16666666666657,-0.9563492063492065 _[9760] + 0.9563492063492065 _[15160] + _[18573] == 0
_[18574],39.21031746031741,-0.9563492063492065 _[9798] + 0.9563492063492065 _[15198] + _[18574] == 0
_[18575],38.25396825396825,-0.9563492063492065 _[9836] + 0.9563492063492065 _[15236] + _[18575] == 0
_[18576],38.25396825396848,-0.9563492063492065 _[9874] + 0.9563492063492065 _[15274] + _[18576] == 0
_[18577],38.253968253968196,-0.9563492063492065 _[9001] + 0.9563492063492065 _[14401] + _[18577] == 0
_[18578],38.25396825396831,-0.9563492063492065 _[9039] + 0.9563492063492065 _[14439] + _[18578] == 0
_[18579],37.297619047619094,-0.9563492063492065 _[9077] + 0.9563492063492065 _[14477] + _[18579] == 0
_[18580],36.34126984126988,-0.9563492063492065 _[9115] + 0.9563492063492065 _[14515] + _[18580] == 0
_[18581],38.25396825396825,-0.9563492063492065 _[9153] + 0.9563492063492065 _[14553] + _[18581] == 0
_[18582],42.07936507936506,-0.9563492063492065 _[9191] + 0.9563492063492065 _[14591] + _[18582] == 0
_[18583],45.904761904761926,-0.9563492063492065 _[9229] + 0.9563492063492065 _[14629] + _[18583] == 0
_[18584],47.817460317460245,-0.9563492063492065 _[9267] + 0.9563492063492065 _[14667] + _[18584] == 0
_[18585],45.90476190476181,-0.9563492063492065 _[9305] + 0.9563492063492065 _[14705] + _[18585] == 0
_[18586],42.079365079365004,-0.9563492063492065 _[9343] + 0.9563492063492065 _[14743] + _[18586] == 0
_[18587],39.210317460317356,-0.9563492063492065 _[9381] + 0.9563492063492065 _[14781] + _[18587] == 0
_[18588],38.253968253968196,-0.9563492063492065 _[9419] + 0.9563492063492065 _[14819] + _[18588] == 0
_[18589],37.29761904761904,-0.9563492063492065 _[9457] + 0.9563492063492065 _[14857] + _[18589] == 0
_[18590],36.34126984126982,-0.9563492063492065 _[9495] + 0.9563492063492065 _[14895] + _[18590] == 0
_[18591],37.29761904761904,-0.9563492063492065 _[9533] + 0.9563492063492065 _[14933] + _[18591] == 0
_[18592],40.166666666666686,-0.9563492063492065 _[9571] + 0.9563492063492065 _[14971] + _[18592] == 0
_[18593],43.99206349206344,-0.9563492063492065 _[9609] + 0.9563492063492065 _[15009] + _[18593] == 0
_[18594],46.86111111111103,-0.9563492063492065 _[9647] + 0.9563492063492065 _[15047] + _[18594] == 0
_[18595],44.9484126984126,-0.9563492063492065 _[9685] + 0.9563492063492065 _[15085] + _[18595] == 0
_[18596],42.079365079365004,-0.9563492063492065 _[9723] + 0.9563492063492065 _[15123] + _[18596] == 0
_[18597],40.16666666666663,-0.9563492063492065 _[9761] + 0.9563492063492065 _[15161] + _[18597] == 0
_[18598],39.21031746031747,-0.9563492063492065 _[9799] + 0.9563492063492065 _[15199] + _[18598] == 0
_[18599],38.25396825396825,-0.9563492063492065 _[9837] + 0.9563492063492065 _[15237] + _[18599] == 0
_[18600],38.25396825396837,-0.9563492063492065 _[9875] + 0.9563492063492065 _[15275] + _[18600] == 0
_[18601],38.253968253968196,-0.9563492063492065 _[9002] + 0.9563492063492065 _[14402] + _[18601] == 0
_[18602],38.25396825396825,-0.9563492063492065 _[9040] + 0.9563492063492065 _[14440] + _[18602] == 0
_[18603],37.29761904761904,-0.9563492063492065 _[9078] + 0.9563492063492065 _[14478] + _[18603] == 0
_[18604],36.34126984126982,-0.9563492063492065 _[9116] + 0.9563492063492065 _[14516] + _[18604] == 0
_[18605],38.25396825396825,-0.9563492063492065 _[9154] + 0.9563492063492065 _[14554] + _[18605] == 0
_[18606],42.079365079365004,-0.9563492063492065 _[9192] + 0.9563492063492065 _[14592] + _[18606] == 0
_[18607],45.90476190476187,-0.9563492063492065 _[9230] + 0.9563492063492065 _[14630] + _[18607] == 0
_[18608],47.817460317460245,-0.9563492063492065 _[9268] + 0.9563492063492065 _[14668] + _[18608] == 0
_[18609],45.904761904761756,-0.9563492063492065 _[9306] + 0.9563492063492065 _[14706] + _[18609] == 0
_[18610],42.07936507936495,-0.9563492063492065 _[9344] + 0.9563492063492065 _[14744] + _[18610] == 0
_[18611],39.210317460317356,-0.9563492063492065 _[9382] + 0.9563492063492065 _[14782] + _[18611] == 0
_[18612],38.253968253968196,-0.9563492063492065 _[9420] + 0.9563492063492065 _[14820] + _[18612] == 0
_[18613],37.29761904761904,-0.9563492063492065 _[9458] + 0.9563492063492065 _[14858] + _[18613] == 0
_[18614],36.341269841269764,-0.9563492063492065 _[9496] + 0.9563492063492065 _[14896] + _[18614] == 0
_[18615],37.29761904761904,-0.9563492063492065 _[9534] + 0.9563492063492065 _[14934] + _[18615] == 0
_[18616],40.16666666666663,-0.9563492063492065 _[9572] + 0.9563492063492065 _[14972] + _[18616] == 0
_[18617],43.99206349206344,-0.9563492063492065 _[9610] + 0.9563492063492065 _[15010] + _[18617] == 0
_[18618],46.86111111111103,-0.9563492063492065 _[9648] + 0.9563492063492065 _[15048] + _[18618] == 0
_[18619],44.94841269841254,-0.9563492063492065 _[9686] + 0.9563492063492065 _[15086] + _[18619] == 0
_[18620],42.07936507936495,-0.9563492063492065 _[9724] + 0.9563492063492065 _[15124] + _[18620] == 0
_[18621],40.16666666666663,-0.9563492063492065 _[9762] + 0.9563492063492065 _[15162] + _[18621] == 0
_[18622],39.21031746031747,-0.9563492063492065 _[9800] + 0.9563492063492065 _[15200] + _[18622] == 0
_[18623],38.25396825396825,-0.9563492063492065 _[9838] + 0.9563492063492065 _[15238] + _[18623] == 0
_[18624],38.25396825396831,-0.9563492063492065 _[9876] + 0.9563492063492065 _[15276] + _[18624] == 0
_[18625],38.253968253968196,-0.9563492063492065 _[9003] + 0.9563492063492065 _[14403] + _[18625] == 0
_[18626],38.25396825396831,-0.9563492063492065 _[9041] + 0.9563492063492065 _[14441] + _[18626] == 0
_[18627],37.297619047619094,-0.9563492063492065 _[9079] + 0.9563492063492065 _[14479] + _[18627] == 0
_[18628],36.34126984126982,-0.9563492063492065 _[9117] + 0.9563492063492065 _[14517] + _[18628] == 0
_[18629],38.25396825396825,-0.9563492063492065 _[9155] + 0.9563492063492065 _[14555] + _[18629] == 0
_[18630],42.07936507936506,-0.9563492063492065 _[9193] + 0.9563492063492065 _[14593] + _[18630] == 0
_[18631],45.90476190476187,-0.9563492063492065 _[9231] + 0.9563492063492065 _[14631] + _[18631] == 0
_[18632],47.817460317460245,-0.9563492063492065 _[9269] + 0.9563492063492065 _[14669] + _[18632] == 0
_[18633],45.90476190476181,-0.9563492063492065 _[9307] + 0.9563492063492065 _[14707] + _[18633] == 0
_[18634],42.07936507936495,-0.9563492063492065 _[9345] + 0.9563492063492065 _[14745] + _[18634] == 0
_[18635],39.210317460317356,-0.9563492063492065 _[9383] + 0.9563492063492065 _[14783] + _[18635] == 0
_[18636],38.253968253968196,-0.9563492063492065 _[9421] + 0.9563492063492065 _[14821] + _[18636] == 0
_[18637],37.29761904761904,-0.9563492063492065 _[9459] + 0.9563492063492065 _[14859] + _[18637] == 0
_[18638],36.34126984126982,-0.9563492063492065 _[9497] + 0.9563492063492065 _[14897] + _[18638] == 0
_[18639],37.29761904761904,-0.9563492063492065 _[9535] + 0.9563492063492065 _[14935] + _[18639] == 0
_[18640],40.16666666666663,-0.9563492063492065 _[9573] + 0.9563492063492065 _[14973] + _[18640] == 0
_[18641],43.99206349206344,-0.9563492063492065 _[9611] + 0.9563492063492065 _[15011] + _[18641] == 0
_[18642],46.86111111111097,-0.9563492063492065 _[9649] + 0.9563492063492065 _[15049] + _[18642] == 0
_[18643],44.9484126984126,-0.9563492063492065 _[9687] + 0.9563492063492065 _[15087] + _[18643] == 0
_[18644],42.07936507936495,-0.9563492063492065 _[9725] + 0.9563492063492065 _[15125] + _[18644] == 0
_[18645],40.16666666666663,-0.9563492063492065 _[9763] + 0.9563492063492065 _[15163] + _[18645] == 0
_[18646],39.21031746031747,-0.9563492063492065 _[9801] + 0.9563492063492065 _[15201] + _[18646] == 0
_[18647],38.25396825396825,-0.9563492063492065 _[9839] + 0.9563492063492065 _[15239] + _[18647] == 0
_[18648],38.25396825396825,-0.9563492063492065 _[9877] + 0.9563492063492065 _[15277] + _[18648] == 0
_[18649],38.253968253968196,-0.9563492063492065 _[9004] + 0.9563492063492065 _[14404] + _[18649] == 0
_[18650],38.25396825396831,-0.9563492063492065 _[9042] + 0.9563492063492065 _[14442] + _[18650] == 0
_[18651],37.297619047619094,-0.9563492063492065 _[9080] + 0.9563492063492065 _[14480] + _[18651] == 0
_[18652],36.34126984126982,-0.9563492063492065 _[9118] + 0.9563492063492065 _[14518] + _[18652] == 0
_[18653],38.25396825396825,-0.9563492063492065 _[9156] + 0.9563492063492065 _[14556] + _[18653] == 0
_[18654],42.07936507936506,-0.9563492063492065 _[9194] + 0.9563492063492065 _[14594] + _[18654] == 0
_[18655],45.90476190476187,-0.9563492063492065 _[9232] + 0.9563492063492065 _[14632] + _[18655] == 0
_[18656],47.817460317460245,-0.9563492063492065 _[9270] + 0.9563492063492065 _[14670] + _[18656] == 0
_[18657],45.90476190476181,-0.9563492063492065 _[9308] + 0.9563492063492065 _[14708] + _[18657] == 0
_[18658],42.07936507936495,-0.9563492063492065 _[9346] + 0.9563492063492065 _[14746] + _[18658] == 0
_[18659],39.210317460317356,-0.9563492063492065 _[9384] + 0.9563492063492065 _[14784] + _[18659] == 0
_[18660],38.253968253968196,-0.9563492063492065 _[9422] + 0.9563492063492065 _[14822] + _[18660] == 0
_[18661],37.29761904761904,-0.9563492063492065 _[9460] + 0.9563492063492065 _[14860] + _[18661] == 0
_[18662],36.34126984126982,-0.9563492063492065 _[9498] + 0.9563492063492065 _[14898] + _[18662] == 0
_[18663],37.29761904761904,-0.9563492063492065 _[9536] + 0.9563492063492065 _[14936] + _[18663] == 0
_[18664],40.16666666666663,-0.9563492063492065 _[9574] + 0.9563492063492065 _[14974] + _[18664] == 0
_[18665],43.99206349206344,-0.9563492063492065 _[9612] + 0.9563492063492065 _[15012] + _[18665] == 0
_[18666],46.86111111111097,-0.9563492063492065 _[9650] + 0.9563492063492065 _[15050] + _[18666] == 0
_[18667],44.9484126984126,-0.9563492063492065 _[9688] + 0.9563492063492065 _[15088] + _[18667] == 0
_[18668],42.07936507936495,-0.9563492063492065 _[9726] + 0.9563492063492065 _[15126] + _[18668] == 0
_[18669],40.16666666666663,-0.9563492063492065 _[9764] + 0.9563492063492065 _[15164] + _[18669] == 0
_[18670],39.21031746031747,-0.9563492063492065 _[9802] + 0.9563492063492065 _[15202] + _[18670] == 0
_[18671],38.25396825396825,-0.9563492063492065 _[9840] + 0.9563492063492065 _[15240] + _[18671] == 0
_[18672],38.25396825396825,-0.9563492063492065 _[9878] + 0.9563492063492065 _[15278] + _[18672] == 0
_[18673],38.253968253968196,-0.9563492063492065 _[9005] + 0.9563492063492065 _[14405] + _[18673] == 0
_[18674],38.25396825396825,-0.9563492063492065 _[9043] + 0.9563492063492065 _[14443] + _[18674] == 0
_[18675],37.29761904761904,-0.9563492063492065 _[9081] + 0.9563492063492065 _[14481] + _[18675] == 0
_[18676],36.34126984126982,-0.9563492063492065 _[9119] + 0.9563492063492065 _[14519] + _[18676] == 0
_[18677],38.25396825396825,-0.9563492063492065 _[9157] + 0.9563492063492065 _[14557] + _[18677] == 0
_[18678],42.079365079365004,-0.9563492063492065 _[9195] + 0.9563492063492065 _[14595] + _[18678] == 0
_[18679],45.90476190476187,-0.9563492063492065 _[9233] + 0.9563492063492065 _[14633] + _[18679] == 0
_[18680],47.81746031746019,-0.9563492063492065 _[9271] + 0.9563492063492065 _[14671] + _[18680] == 0
_[18681],45.904761904761756,-0.9563492063492065 _[9309] + 0.9563492063492065 _[14709] + _[18681] == 0
_[18682],42.07936507936495,-0.9563492063492065 _[9347] + 0.9563492063492065 _[14747] + _[18682] == 0
_[18683],39.210317460317356,-0.9563492063492065 _[9385] + 0.9563492063492065 _[14785] + _[18683] == 0
_[18684],38.253968253968196,-0.9563492063492065 _[9423] + 0.9563492063492065 _[14823] + _[18684] == 0
_[18685],37.29761904761898,-0.9563492063492065 _[9461] + 0.9563492063492065 _[14861] + _[18685] == 0
_[18686],36.341269841269764,-0.9563492063492065 _[9499] + 0.9563492063492065 _[14899] + _[18686] == 0
_[18687],37.29761904761898,-0.9563492063492065 _[9537] + 0.9563492063492065 _[14937] + _[18687] == 0
_[18688],40.16666666666663,-0.9563492063492065 _[9575] + 0.9563492063492065 _[14975] + _[18688] == 0
_[18689],43.99206349206344,-0.9563492063492065 _[9613] + 0.9563492063492065 _[15013] + _[18689] == 0
_[18690],46.861111111110915,-0.9563492063492065 _[9651] + 0.9563492063492065 _[15051] + _[18690] == 0
_[18691],44.9484126984126,-0.9563492063492065 _[9689] + 0.9563492063492065 _[15089] + _[18691] == 0
_[18692],42.07936507936495,-0.9563492063492065 _[9727] + 0.9563492063492065 _[15127] + _[18692] == 0
_[18693],40.16666666666663,-0.9563492063492065 _[9765] + 0.9563492063492065 _[15165] + _[18693] == 0
_[18694],39.21031746031747,-0.9563492063492065 _[9803] + 0.9563492063492065 _[15203] + _[18694] == 0
_[18695],38.25396825396825,-0.9563492063492065 _[9841] + 0.9563492063492065 _[15241] + _[18695] == 0
_[18696],38.25396825396837,-0.9563492063492065 _[9879] + 0.9563492063492065 _[15279] + _[18696] == 0
_[18697],38.253968253968196,-0.9563492063492065 _[9006] + 0.9563492063492065 _[14406] + _[18697] == 0
_[18698],38.25396825396825,-0.9563492063492065 _[9044] + 0.9563492063492065 _[14444] + _[18698] == 0
_[18699],37.29761904761904,-0.9563492063492065 _[9082] + 0.9563492063492065 _[14482] + _[18699] == 0
_[18700],36.34126984126982,-0.9563492063492065 _[9120] + 0.9563492063492065 _[14520] + _[18700] == 0
_[18701],38.25396825396825,-0.9563492063492065 _[9158] + 0.9563492063492065 _[14558] + _[18701] == 0
_[18702],42.079365079365004,-0.9563492063492065 _[9196] + 0.9563492063492065 _[14596] + _[18702] == 0
_[18703],45.90476190476187,-0.9563492063492065 _[9234] + 0.9563492063492065 _[14634] + _[18703] == 0
_[18704],47.81746031746019,-0.9563492063492065 _[9272] + 0.9563492063492065 _[14672] + _[18704] == 0
_[18705],45.90476190476181,-0.9563492063492065 _[9310] + 0.9563492063492065 _[14710] + _[18705] == 0
_[18706],42.07936507936495,-0.9563492063492065 _[9348] + 0.9563492063492065 _[14748] + _[18706] == 0
_[18707],39.210317460317356,-0.9563492063492065 _[9386] + 0.9563492063492065 _[14786] + _[18707] == 0
_[18708],38.253968253968196,-0.9563492063492065 _[9424] + 0.9563492063492065 _[14824] + _[18708] == 0
_[18709],37.29761904761904,-0.9563492063492065 _[9462] + 0.9563492063492065 _[14862] + _[18709] == 0
_[18710],36.34126984126982,-0.9563492063492065 _[9500] + 0.9563492063492065 _[14900] + _[18710] == 0
_[18711],37.29761904761904,-0.9563492063492065 _[9538] + 0.9563492063492065 _[14938] + _[18711] == 0
_[18712],40.16666666666663,-0.9563492063492065 _[9576] + 0.9563492063492065 _[14976] + _[18712] == 0
_[18713],43.99206349206344,-0.9563492063492065 _[9614] + 0.9563492063492065 _[15014] + _[18713] == 0
_[18714],46.86111111111097,-0.9563492063492065 _[9652] + 0.9563492063492065 _[15052] + _[18714] == 0
_[18715],44.9484126984126,-0.9563492063492065 _[9690] + 0.9563492063492065 _[15090] + _[18715] == 0
_[18716],42.07936507936495,-0.9563492063492065 _[9728] + 0.9563492063492065 _[15128] + _[18716] == 0
_[18717],40.16666666666663,-0.9563492063492065 _[9766] + 0.9563492063492065 _[15166] + _[18717] == 0
_[18718],39.21031746031747,-0.9563492063492065 _[9804] + 0.9563492063492065 _[15204] + _[18718] == 0
_[18719],38.25396825396825,-0.9563492063492065 _[9842] + 0.9563492063492065 _[15242] + _[18719] == 0
_[18720],38.25396825396831,-0.9563492063492065 _[9880] + 0.9563492063492065 _[15280] + _[18720] == 0
_[18721],38.25396825396825,-0.9563492063492065 _[9007] + 0.9563492063492065 _[14407] + _[18721] == 0
_[18722],38.25396825396825,-0.9563492063492065 _[9045] + 0.9563492063492065 _[14445] + _[18722] == 0
_[18723],37.29761904761904,-0.9563492063492065 _[9083] + 0.9563492063492065 _[14483] + _[18723] == 0
_[18724],36.34126984126982,-0.9563492063492065 _[9121] + 0.9563492063492065 _[14521] + _[18724] == 0
_[18725],38.253968253968196,-0.9563492063492065 _[9159] + 0.9563492063492065 _[14559] + _[18725] == 0
_[18726],42.079365079365004,-0.9563492063492065 _[9197] + 0.9563492063492065 _[14597] + _[18726] == 0
_[18727],45.90476190476181,-0.9563492063492065 _[9235] + 0.9563492063492065 _[14635] + _[18727] == 0
_[18728],47.81746031746019,-0.9563492063492065 _[9273] + 0.9563492063492065 _[14673] + _[18728] == 0
_[18729],45.9047619047617,-0.9563492063492065 _[9311] + 0.9563492063492065 _[14711] + _[18729] == 0
_[18730],42.07936507936495,-0.9563492063492065 _[9349] + 0.9563492063492065 _[14749] + _[18730] == 0
_[18731],39.210317460317356,-0.9563492063492065 _[9387] + 0.9563492063492065 _[14787] + _[18731] == 0
_[18732],38.253968253968196,-0.9563492063492065 _[9425] + 0.9563492063492065 _[14825] + _[18732] == 0
_[18733],37.29761904761898,-0.9563492063492065 _[9463] + 0.9563492063492065 _[14863] + _[18733] == 0
_[18734],36.341269841269764,-0.9563492063492065 _[9501] + 0.9563492063492065 _[14901] + _[18734] == 0
_[18735],37.29761904761898,-0.9563492063492065 _[9539] + 0.9563492063492065 _[14939] + _[18735] == 0
_[18736],40.16666666666657,-0.9563492063492065 _[9577] + 0.9563492063492065 _[14977] + _[18736] == 0
_[18737],43.99206349206338,-0.9563492063492065 _[9615] + 0.9563492063492065 _[15015] + _[18737] == 0
_[18738],46.861111111110915,-0.9563492063492065 _[9653] + 0.9563492063492065 _[15053] + _[18738] == 0
_[18739],44.9484126984126,-0.9563492063492065 _[9691] + 0.9563492063492065 _[15091] + _[18739] == 0
_[18740],42.07936507936495,-0.9563492063492065 _[9729] + 0.9563492063492065 _[15129] + _[18740] == 0
_[18741],40.16666666666657,-0.9563492063492065 _[9767] + 0.9563492063492065 _[15167] + _[18741] == 0
_[18742],39.21031746031747,-0.9563492063492065 _[9805] + 0.9563492063492065 _[15205] + _[18742] == 0
_[18743],38.25396825396831,-0.9563492063492065 _[9843] + 0.9563492063492065 _[15243] + _[18743] == 0
_[18744],38.253968253968196,-0.9563492063492065 _[9881] + 0.9563492063492065 _[15281] + _[18744] == 0
_[18745],38.25396825396825,-0.9563492063492065 _[9008] + 0.9563492063492065 _[14408] + _[18745] == 0
_[18746],38.25396825396831,-0.9563492063492065 _[9046] + 0.9563492063492065 _[14446] + _[18746] == 0
_[18747],37.297619047619094,-0.9563492063492065 _[9084] + 0.9563492063492065 _[14484] + _[18747] == 0
_[18748],36.34126984126988,-0.9563492063492065 _[9122] + 0.9563492063492065 _[14522] + _[18748] == 0
_[18749],38.25396825396825,-0.9563492063492065 _[9160] + 0.9563492063492065 _[14560] + _[18749] == 0
_[18750],42.07936507936512,-0.9563492063492065 _[9198] + 0.9563492063492065 _[14598] + _[18750] == 0
_[18751],45.90476190476187,-0.9563492063492065 _[9236] + 0.9563492063492065 _[14636] + _[18751] == 0
_[18752],47.8174603174603,-0.9563492063492065 _[9274] + 0.9563492063492065 _[14674] + _[18752] == 0
_[18753],45.90476190476181,-0.9563492063492065 _[9312] + 0.9563492063492065 _[14712] + _[18753] == 0
_[18754],42.079365079365004,-0.9563492063492065 _[9350] + 0.9563492063492065 _[14750] + _[18754] == 0
_[18755],39.21031746031741,-0.9563492063492065 _[9388] + 0.9563492063492065 _[14788] + _[18755] == 0
_[18756],38.25396825396825,-0.9563492063492065 _[9426] + 0.9563492063492065 _[14826] + _[18756] == 0
_[18757],37.297619047619094,-0.9563492063492065 _[9464] + 0.9563492063492065 _[14864] + _[18757] == 0
_[18758],36.34126984126988,-0.9563492063492065 _[9502] + 0.9563492063492065 _[14902] + _[18758] == 0
_[18759],37.297619047619094,-0.9563492063492065 _[9540] + 0.9563492063492065 _[14940] + _[18759] == 0
_[18760],40.16666666666663,-0.9563492063492065 _[9578] + 0.9563492063492065 _[14978] + _[18760] == 0
_[18761],43.99206349206344,-0.9563492063492065 _[9616] + 0.9563492063492065 _[15016] + _[18761] == 0
_[18762],46.86111111111103,-0.9563492063492065 _[9654] + 0.9563492063492065 _[15054] + _[18762] == 0
_[18763],44.9484126984126,-0.9563492063492065 _[9692] + 0.9563492063492065 _[15092] + _[18763] == 0
_[18764],42.07936507936506,-0.9563492063492065 _[9730] + 0.9563492063492065 _[15130] + _[18764] == 0
_[18765],40.16666666666663,-0.9563492063492065 _[9768] + 0.9563492063492065 _[15168] + _[18765] == 0
_[18766],39.21031746031747,-0.9563492063492065 _[9806] + 0.9563492063492065 _[15206] + _[18766] == 0
_[18767],38.25396825396831,-0.9563492063492065 _[9844] + 0.9563492063492065 _[15244] + _[18767] == 0
_[18768],38.25396825396814,-0.9563492063492065 _[9882] + 0.9563492063492065 _[15282] + _[18768] == 0
_[18769],38.253968253968196,-0.9563492063492065 _[9009] + 0.9563492063492065 _[14409] + _[18769] == 0
_[18770],38.25396825396831,-0.9563492063492065 _[9047] + 0.9563492063492065 _[14447] + _[18770] == 0
_[18771],37.297619047619094,-0.9563492063492065 _[9085] + 0.9563492063492065 _[14485] + _[18771] == 0
_[18772],36.34126984126988,-0.9563492063492065 _[9123] + 0.9563492063492065 _[14523] + _[18772] == 0
_[18773],38.25396825396825,-0.9563492063492065 _[9161] + 0.9563492063492065 _[14561] + _[18773] == 0
_[18774],42.07936507936506,-0.9563492063492065 _[9199] + 0.9563492063492065 _[14599] + _[18774] == 0
_[18775],45.904761904761926,-0.9563492063492065 _[9237] + 0.9563492063492065 _[14637] + _[18775] == 0
_[18776],47.817460317460245,-0.9563492063492065 _[9275] + 0.9563492063492065 _[14675] + _[18776] == 0
_[18777],45.90476190476181,-0.9563492063492065 _[9313] + 0.9563492063492065 _[14713] + _[18777] == 0
_[18778],42.07936507936506,-0.9563492063492065 _[9351] + 0.9563492063492065 _[14751] + _[18778] == 0
